id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
44719;CHARLY KÖRBEL;KORBEL;;Germany;25;182;75;R;R;CB; CWP CB RB DMF;2;70;87;86;86;84;86;78;77;76;78;76;74;75;70;85;68;71;87;88;76;87;50;84;8;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44720;TREVOR STEVEN;STEVEN;;England;25;177;69;R;R;RMF; CMF RMF AMF RWF SS;1;83;55;78;86;86;83;89;87;86;84;82;90;84;81;85;73;84;76;79;86;84;45;85;8;7;6;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
44721;A. ROBERTSON;ROBERTSON;;Шотландия;25;178;72;L;R;LB; LB LMF;1;77;68;79;94;86;84;86;80;82;81;77;92;85;73;80;72;86;67;77;81;87;50;83;6;4;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44722;DANIEL CARVALHO;D. CARVALHO;;Brazil;25;178;78;L;R;AMF; LMF RMF AMF LWF RWF SS;1;79;44;84;82;85;79;87;85;87;83;81;83;82;79;84;84;86;72;71;85;72;40;80;5;5;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;
44723;PAUL REANEY;REANEY;;England;25;177;71;R;R;RB; RB;2;73;77;77;87;84;79;87;83;85;77;78;83;77;70;81;70;77;75;82;83;86;50;87;6;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44724;R. IBRAHIM;IBRAHIM;;Nigeria;21;169;60;L;R;AMF; CMF AMF;2;65;53;67;78;80;69;84;76;76;77;68;75;69;66;72;70;70;64;79;78;62;50;68;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44725;BOTTEGHIN;BOTTEGHIN;;Brazil;25;192;89;R;R;CB; CB;2;52;73;85;73;71;69;66;68;67;66;63;67;71;55;75;57;55;76;76;65;63;50;64;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44726;SEUNTJENS;SEUNTJENS;;Netherlands;20;184;81;R;R;CMF; CMF RMF AMF;2;64;50;75;72;73;68;77;74;69;74;71;74;72;65;73;63;62;66;72;74;63;50;65;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44727;KLAUS ALLOFS;ALLOFS;;Germany;25;175;73;L;R;SS; AMF SS CF;1;90;46;81;85;84;89;86;88;84;82;79;82;80;90;86;80;84;84;85;87;84;50;82;7;7;7;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44728;J. ROBERTSON;ROBERTSON;;Шотландия;25;174;68;R;R;LMF; LMF RMF AMF LWF RWF;2;86;49;77;84;81;79;87;91;85;86;81;95;88;81;84;84;88;71;73;88;81;40;85;8;8;7;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
