id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
55972;SAURI;SAURI;;Colombia;24;176;74;R;R;RB; RB;2;63;60;73;77;82;67;77;70;76;67;64;68;68;60;73;57;61;64;75;69;63;50;68;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55973;COROMINAS;COROMINAS;;Colombia;30;176;71;L;R;LB; LB LMF;2;64;64;70;79;75;71;76;72;73;69;67;71;72;62;73;62;65;67;72;72;68;50;75;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55974;COIXET;COIXET;;Colombia;27;176;80;R;R;AMF; DMF CMF RMF AMF SS;2;69;51;75;79;73;75;74;75;73;78;72;79;72;68;77;75;75;64;68;77;73;50;74;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55975;GRIJALVA;GRIJALVA;;Colombia;24;175;78;R;R;DMF; DMF;2;60;65;75;78;74;77;75;72;70;74;73;75;70;66;80;64;61;67;72;74;69;50;68;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55976;GURIDI;GURIDI;;Colombia;20;182;73;R;R;DMF; DMF CMF RMF;2;59;52;73;73;75;71;74;72;73;69;65;67;67;62;75;59;59;65;73;72;60;50;68;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55977;CARNICER;CARNICER;;Colombia;21;178;65;R;R;SS; LMF RMF SS;2;65;42;73;74;81;68;77;74;76;65;67;68;68;62;73;54;58;65;79;71;63;50;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55978;KARANKA;KARANKA;;Colombia;26;176;73;L;R;SS; AMF SS CF;2;69;41;74;73;77;72;76;76;74;76;71;75;72;69;75;65;67;68;73;74;68;50;68;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55979;GAMERO;GAMERO;;Colombia;23;185;75;R;R;CF; CF;2;69;31;81;72;83;73;76;72;78;65;66;64;64;72;76;61;62;73;80;73;61;50;60;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55980;CAMANO;CAMANO;;Colombia;32;187;84;R;R;GK; GK;2;29;74;83;56;68;79;64;51;49;60;59;64;62;44;78;49;43;47;70;52;72;76;71;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55981;ORBAIZ;ORBAIZ;;Colombia;22;179;77;R;R;GK; GK;2;29;69;75;51;65;79;67;53;53;53;51;52;59;44;74;48;49;47;75;54;66;73;66;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55982;ERICE;ERICE;;Colombia;32;182;82;R;R;CB; CB RB RMF;2;51;71;79;72;69;74;68;65;67;67;69;67;72;55;75;51;57;75;72;65;76;50;72;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55983;EIZAGUIRRE;EIZAGUIRRE;;Colombia;21;181;69;R;R;RB; CB RB;2;59;62;71;75;83;68;76;70;76;66;66;68;68;58;73;49;54;67;77;70;60;50;65;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55984;ANDION;ANDION;;Colombia;26;180;83;L;R;LB; LB;2;61;62;76;80;76;74;74;68;73;67;67;66;69;58;74;59;62;67;73;68;70;50;67;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55985;ALDANA;ALDANA;;Colombia;20;169;62;R;R;DMF; DMF CMF;2;59;63;74;76;73;75;71;70;69;71;68;72;70;57;73;59;60;68;75;71;73;50;70;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55986;AZKOITIA;AZKOITIA;;Colombia;24;178;77;R;R;CMF; DMF CMF;2;62;64;74;80;75;76;73;70;72;71;68;69;69;57;75;59;62;68;74;70;69;50;72;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55987;LESAKA;LESAKA;;Colombia;26;170;65;R;R;CMF; CMF RMF;2;64;61;70;78;75;72;74;72;74;72;71;67;72;68;73;64;64;67;73;72;66;50;70;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
