id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
35142;B. BUSI;BUSI;;Italy;25;175;72;R;R;CWP; CWP CB;2;67;79;80;84;78;79;80;79;75;77;74;78;76;62;81;63;66;75;78;81;78;50;83;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35143;R. ROSENTHAL;ROSENTHAL;;Израиль;25;180;82;L;R;CF; LMF LWF RWF CF;2;84;47;85;82;85;85;87;80;84;76;76;73;75;84;87;71;76;82;79;82;83;45;83;7;5;5;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35148;CALLEJA;CALLEJA;;Spain;25;172;71;R;R;LB; CB LB;1;71;78;81;85;83;81;81;79;81;76;74;80;81;66;85;65;74;77;83;77;87;50;82;7;7;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35162;SCHLOSSER;SCHLOSSER;;Венгрия;25;172;73;L;R;SS; SS CF;1;93;37;81;83;84;92;85;87;84;83;81;78;77;91;87;72;74;82;83;88;82;50;85;7;6;6;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;
35163;JOE JORDAN;JORDAN;;Шотландия;25;185;79;L;R;CF; CF;1;90;42;90;84;80;85;81;82;78;76;74;73;73;86;85;69;74;95;92;83;86;50;83;6;6;7;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35165;KÂZIM KÂZIM;C. KAZIM;;Turkey;26;185;68;R;R;RMF; LMF RMF LWF RWF SS CF;1;74;35;79;73;82;74;80;85;79;69;72;69;81;65;83;73;65;66;76;85;65;50;70;4;5;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
35173;KEVIN KEEGAN;KEEGAN;;England;23;170;69;R;R;SS; LMF RMF AMF LWF RWF SS CF;1;93;55;86;92;87;88;91;90;87;84;79;83;79;89;85;81;81;89;92;90;90;50;87;8;7;6;0;0;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
35174;JOSIP SKOKO;SKOKO;;Australia;25;177;78;R;R;CMF; DMF CMF AMF;1;80;57;84;85;79;80;83;83;78;85;83;85;81;75;86;79;85;72;74;86;84;40;87;6;5;5;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35180;EL ZHAR;EL ZHAR;;Morocco;26;175;66;R;R;AMF; LMF RMF AMF SS;1;72;38;71;76;79;73;88;83;75;72;73;74;70;68;74;60;63;70;70;83;64;50;64;4;6;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
35181;INSÚA;INSUA;;Argentina;23;173;77;L;R;LB; CB LB LMF LWF;2;75;65;75;85;78;78;75;78;84;79;74;81;77;73;83;79;73;74;80;76;67;50;75;5;4;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35184;ARMAND TRAORÉ;TRAORE;;Сенегал;22;185;70;L;R;LB; LB LMF;2;68;62;76;78;90;75;76;76;86;71;72;73;72;59;72;60;66;67;81;77;63;50;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35187;JAMES MILNER;MILNER;;England;25;176;75;R;R;CMF; LB RB CMF LMF RMF;1;79;70;85;90;81;81;80;84;79;84;80;86;82;75;85;80;81;72;80;85;90;50;84;7;7;7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
35189;STAN BOWLES;BOWLES;;England;25;178;71;L;R;AMF; CMF AMF SS;1;82;53;77;81;83;79;85;89;82;91;83;86;77;82;79;83;84;72;71;91;78;40;82;6;7;6;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
35191;BJORN NORDQVIST;NORDQVIST;;Sweden;25;178;76;R;R;CB; CB;2;61;90;85;84;79;87;79;73;77;76;79;78;74;65;85;65;68;87;80;78;90;50;83;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35194;MIKKEL ANDERSEN;ANDERSEN;;Denmark;23;195;98;R;R;GK; GK;2;30;74;87;60;65;85;62;58;57;59;58;60;62;45;77;45;45;55;73;53;68;77;67;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
