id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
55772;ZABALA;ZABALA;;Brazil;22;178;70;R;R;RB; RB;2;64;57;71;77;81;68;77;75;76;67;64;68;68;60;74;58;59;65;75;72;66;50;67;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55773;GRAU;GRAU;;Brazil;27;174;64;L;R;LB; LB;2;67;60;70;82;78;71;78;76;78;72;67;73;69;64;73;65;66;63;74;74;69;50;72;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55774;CUDORENI;CUDORENI;;Brazil;30;186;85;R;R;DMF; DMF CMF;2;64;72;83;83;73;72;77;72;74;73;72;72;74;66;79;73;73;67;74;81;71;50;74;6;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55775;GARDE;GARDE;;Brazil;37;176;72;R;R;AMF; CMF AMF;1;80;53;75;75;76;74;76;82;75;85;79;89;83;80;81;87;89;63;69;83;82;50;86;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
55776;CASAR;CASAR;;Portugal;25;184;77;R;R;DMF; DMF CMF;2;60;65;77;76;75;74;72;77;71;73;69;69;68;60;78;58;57;68;71;77;68;50;73;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55777;OLALLA;OLALLA;;Brazil;35;175;74;L;R;LMF; LB CMF LMF AMF SS CF;2;75;43;68;77;76;69;85;89;75;83;74;80;72;73;81;78;81;59;68;84;59;50;63;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55778;OUDOREADO;OUDOREADO;;Brazil;27;186;89;R;R;AMF; CMF LMF RMF AMF LWF SS;1;77;49;81;75;77;72;73;85;76;80;74;79;80;72;84;74;76;69;73;84;70;50;74;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
55779;HERRERO;HERRERO;;Brazil;31;183;81;R;R;CF; CF;2;78;36;81;71;73;80;70;73;71;69;69;67;71;77;80;62;59;82;78;75;71;50;69;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55780;EPITIE;EPITIE;;Brazil;24;191;88;R;R;GK; GK;2;29;72;79;52;66;79;61;51;55;57;64;55;49;43;75;40;49;49;74;55;65;75;66;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55781;ALKORTA;ALKORTA;;Brazil;26;191;81;R;R;GK; GK;2;29;74;79;56;63;80;62;53;53;56;52;54;57;45;75;43;55;43;72;53;70;76;68;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
