id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
53713;VXANAPOULOU;VXANAPOULOU;;Greece;32;189;82;R;R;CB; CB;2;55;76;75;72;71;71;73;52;56;59;55;60;58;53;71;54;55;68;78;68;70;50;64;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53714;C. ROMERO;ROMERO;;Argentina;25;185;79;R;R;CB; CB RB;2;66;87;85;82;82;91;78;73;76;75;76;77;77;64;78;56;59;84;87;75;88;50;83;6;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53715;CÉSAR;CESAR;;Brazil;25;181;71;L;R;LB; LB LMF;1;77;55;75;84;83;78;86;83;85;79;76;82;80;77;83;76;81;79;77;83;77;50;78;7;5;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53716;CORNOSTARA;CORNOSTARA;;Brazil;21;182;73;R;R;DMF; CB DMF;2;68;76;84;76;73;64;67;63;68;73;63;66;60;63;80;50;47;76;85;58;63;50;63;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53717;GOTSMANOV;GOTSMANOV;;Белоруссия;25;174;73;R;R;LMF; CMF LMF RMF AMF LWF RWF SS;2;81;64;80;89;88;78;83;83;82;82;79;85;81;76;85;78;82;77;80;83;84;50;83;6;5;6;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53718;H. SUAZO;SUAZO;;Chile;25;172;75;R;R;CF; SS CF;1;86;39;84;80;83;85;84;84;83;80;75;75;75;86;85;79;80;78;76;85;77;40;75;6;7;6;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;
53719;DAYNACELLOS;DAYNACELLOS;;England;27;183;76;R;R;AMF; CMF AMF;2;72;52;72;77;81;71;73;82;81;79;76;80;76;70;87;82;86;71;60;73;64;50;62;5;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53720;ORPHADIU;ORPHADIU;;Romania;28;182;72;R;R;RWF; RWF CF;2;74;33;66;80;86;79;78;76;81;61;55;59;54;71;79;80;56;72;77;84;66;50;67;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53721;BANISHEVSKIY;BANISHEVSKIY;;Азербайджан;25;177;75;L;R;CF; LWF RWF CF;2;84;33;84;80;88;81;90;86;85;75;76;77;79;83;85;78;81;87;85;87;80;50;75;6;6;6;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53722;GIANNAKOVARI;GIANNAKOVARI;;Argentina;26;176;70;R;R;GK; GK;2;30;72;74;60;64;78;66;49;49;49;49;45;54;40;73;41;41;44;74;42;55;75;55;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
