id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
55372;HA GANG SONG;HA GANG SONG;;Республика Корея;19;187;84;R;R;DMF; LB RB DMF CMF LMF RMF;2;63;76;67;84;78;73;95;65;76;60;68;65;68;33;71;39;50;42;77;61;88;50;58;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55373;MAIBARA;MAIBARA;;Japan;19;180;82;R;R;DMF; DMF;2;55;68;77;75;69;67;82;68;70;71;69;75;69;58;76;61;62;71;70;66;78;50;63;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55374;SAKAWA;SAKAWA;;Japan;19;178;76;L;R;AMF; DMF CMF LMF AMF;2;71;67;77;67;71;76;74;71;68;70;77;74;80;69;70;70;75;52;63;79;78;50;78;7;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
55375;KOMIYAMA;KOMIYAMA;;Japan;19;183;79;R;R;AMF; RMF AMF SS CF;2;81;48;61;73;83;86;98;74;78;80;83;80;81;73;66;73;78;61;62;85;94;50;81;6;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
55376;MINEHARA;MINEHARA;;Japan;19;178;81;L;R;LMF; LMF LWF;1;76;47;75;72;79;76;84;78;74;71;70;73;72;75;65;75;69;71;66;76;74;50;68;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55377;KUGAYAMA;KUGAYAMA;;Japan;19;186;76;R;R;CF; CF;2;71;39;65;77;73;69;77;74;70;66;65;69;68;73;74;65;56;65;74;73;70;50;58;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55378;SUZUHARA;SUZUHARA;;Japan;19;187;81;R;R;CF; SS CF;2;76;41;76;77;73;66;72;68;67;65;72;72;71;67;75;68;68;79;75;68;78;50;73;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55379;KIYOTA;KIYOTA;;Japan;19;198;93;R;R;GK; GK;2;38;70;76;56;67;75;78;43;58;53;53;53;63;38;67;41;39;41;77;48;77;81;63;4;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55380;SHINOZUKA;SHINOZUKA;;Japan;19;189;75;R;R;CB; CB;2;43;74;78;76;71;71;80;68;73;63;68;66;66;58;78;51;49;72;76;71;77;50;68;5;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55381;NAEBO;NAEBO;;Japan;19;187;84;R;R;CMF; CMF RMF AMF SS CF;2;77;58;64;65;73;72;83;71;75;77;76;76;75;73;63;72;72;72;74;67;74;50;57;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55382;CRANZINHO;CRANZINHO;;Brazil;19;182;79;R;R;AMF; AMF RWF;2;74;46;69;63;75;71;80;75;73;69;68;68;69;83;65;48;38;81;81;67;81;50;68;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55383;MEJIRO;MEJIRO;;Japan;19;178;77;R;R;CF; AMF CF;2;71;36;65;77;72;68;81;76;77;72;72;72;70;75;76;63;66;69;76;75;76;50;76;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55384;MOGAMI;MOGAMI;;Japan;19;189;78;R;R;GK; GK;2;43;66;72;58;62;80;78;43;43;53;53;64;61;53;61;48;48;48;71;48;76;76;58;6;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55385;NIIKURA;NIIKURA;;Japan;19;178;73;R;R;CB; CB;2;31;66;73;70;60;58;68;65;64;61;59;62;65;66;68;60;61;63;58;65;65;50;59;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55386;TAKEYAMA;TAKEYAMA;;Japan;19;170;65;R;R;CB; CB RB;2;40;70;67;61;58;61;68;54;55;56;59;64;65;52;54;56;44;65;52;57;62;50;65;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
