id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
3606;PEPINO;PEPI;;Italy;29;178;73;R;R;RMF; LB RB LMF RMF LWF RWF SS;2;76;63;78;88;79;76;83;78;82;75;78;80;82;75;79;78;80;72;79;79;85;50;82;6;5;5;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;
3613;PATRICK VIEIRA;VIEIRA;;France;25;192;82;R;R;DMF; DMF CMF;1;77;82;92;89;78;87;82;83;77;86;88;83;84;77;86;68;77;85;82;87;89;45;92;7;6;5;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
3650;VSEVOLOD BOBROV;BOBROV;;Russia;25;178;76;R;R;CF; SS CF;1;92;43;86;83;92;89;93;91;92;78;76;73;74;89;89;73;76;86;83;90;86;50;79;7;7;7;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
3655;LEONARDO MOURA;LEO MOURA;;Brazil;25;177;67;R;R;RB; RB CMF RMF;1;76;62;75;85;85;77;85;83;83;79;79;81;80;72;81;78;82;69;76;83;80;40;82;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
3673;LUX;LUX;;Argentina;30;186;78;R;R;GK; GK;1;30;79;80;57;66;83;69;53;54;54;55;65;67;44;81;44;44;44;80;48;68;78;66;4;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3681;CAMBIASSO;CAMBIASSO;;Argentina;25;177;77;L;R;DMF; CB DMF CMF;2;78;83;82;92;78;87;79;82;78;85;84;84;82;76;84;78;81;83;82;84;86;50;91;7;6;5;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
3682;DEMICHELIS;DEMICHELIS;;Argentina;31;184;80;R;R;CB; CB LB RB DMF;2;57;83;85;77;75;77;72;72;68;74;75;74;76;64;78;63;63;81;84;74;77;50;79;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3690;MAXI LOPEZ;MAXI;;Argentina;28;188;83;R;R;CF; SS CF;2;83;36;87;79;82;78;75;80;81;70;69;65;66;82;83;65;67;81;77;79;72;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3712;TÉVEZ;CARLITOS;;Argentina;25;173;75;R;R;SS; AMF LWF RWF SS CF;2;91;58;88;90;86;88;87;89;87;83;83;79;78;88;86;82;83;80;82;88;89;50;85;7;6;5;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
3714;JOSÉ AUGUSTO;J. AUGUSTO;;Portugal;25;176;70;R;R;RWF; RMF LWF RWF;2;88;41;82;85;86;86;88;93;90;83;78;85;79;84;80;76;80;86;81;92;82;45;81;7;6;5;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
