id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
34825;MIROSLAV DUKIC;DUKIC;;Serbia;25;185;79;R;R;CWP; CWP CB;2;68;85;84;87;77;84;76;78;75;80;77;79;76;76;83;72;81;83;80;80;90;50;92;8;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34827;GORDON BANKS;G. BANKS;;England;25;184;84;R;R;GK; GK;1;30;97;88;70;72;98;86;55;58;57;66;64;68;44;87;44;49;44;92;53;85;95;86;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34832;TOMÁS SKUHRAVÝ;SKUHRAVY;;Czech Republic;25;193;90;R;R;CF; CF;1;90;42;94;84;79;86;79;80;78;73;74;72;74;84;85;74;76;95;87;80;80;50;80;7;6;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
34841;SESSEGNON;SESSEGNON;;Benin;28;170;74;R;R;AMF; CMF LMF RMF AMF SS CF;2;79;58;86;83;82;73;87;83;88;80;82;78;80;70;82;75;78;70;82;82;73;50;75;5;5;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;
34842;PAULO ANDRÉ;P. ANDRE;;Brazil;25;188;81;R;R;CB; CB;1;59;82;86;82;75;82;74;74;76;75;74;75;75;64;81;62;64;83;80;75;80;50;83;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34845;JOSÉ TORRES;TORRES;;Portugal;25;191;85;R;R;CF; CF;2;93;44;87;85;82;87;81;82;81;77;77;73;78;86;81;66;68;95;81;81;84;50;82;7;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34847;DIEGO LATORRE;LATORRE;;Argentina;25;170;68;R;R;SS; AMF SS CF;1;83;29;79;83;84;82;89;93;87;84;80;83;83;83;83;75;83;72;78;89;78;40;75;6;6;4;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
34848;TERRY MCDERMOTT;MCDERMOTT;;England;26;178;70;R;R;CMF; CMF LMF RMF AMF LWF RWF;1;82;61;80;86;84;81;79;82;81;86;79;87;85;78;91;76;82;73;78;84;84;45;85;6;7;5;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34849;VÍTOR;VITOR;;Brazil;25;177;76;R;R;RB; LB RB;1;72;74;83;86;86;82;85;77;81;78;77;77;78;67;84;68;70;69;74;76;76;50;84;6;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34851;KEMBO EKOKO;KEMBO;;France;24;178;80;R;R;RWF; LMF RMF LWF RWF;2;69;48;75;80;83;73;87;84;82;78;70;83;80;71;81;82;80;67;78;74;66;50;65;5;6;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;
