id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
98492;GILDINGUA;GILDINGUA;;Angola;30;176;70;L;R;LMF; DMF CMF LMF AMF;1;69;55;68;76;74;71;70;82;73;78;75;83;78;70;77;80;76;68;75;78;75;50;72;4;5;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98503;ZUINA;ZUINA;;Angola;29;183;82;R;R;CB; CB LB RB DMF;1;56;69;80;76;75;79;70;75;77;69;66;70;71;62;81;65;66;69;79;67;67;50;68;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98508;FLÁVIO AMADO;FLAVIO;;Angola;26;175;76;R;R;CF; SS CF;1;83;39;84;84;83;82;81;81;75;77;76;72;74;77;82;65;72;87;86;80;79;50;79;6;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98512;ROUI;ROUI;;Angola;33;183;82;R;R;CF; CF;2;68;32;78;73;78;68;72;75;78;67;64;69;65;69;80;69;64;70;81;73;65;50;66;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98587;TELMBARAK;TELMBARAK;;Иран;29;180;73;R;R;CMF; DMF CMF;2;73;72;73;80;74;73;73;77;75;79;78;77;76;70;79;72;71;72;73;75;77;50;77;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98734;PAPA BOUPA DIOP;BOUPA DIOP;;Сенегал;25;193;89;R;R;CMF; DMF CMF LMF RMF;1;75;68;93;82;75;88;77;73;73;75;75;76;74;75;90;67;66;78;84;77;72;50;83;6;6;5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98766;FREDDY ELIE;ELIE;;Venezuela;25;184;81;L;R;CB; CB LB;2;59;80;83;77;80;78;80;74;81;75;71;73;72;62;81;67;70;81;86;76;79;50;75;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98811;D;D;;Мали;26;186;75;R;R;CF; CF;2;70;45;81;74;78;74;65;83;77;67;64;67;68;68;78;61;58;68;82;73;65;50;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98869;BLAŽ SLIŠKOVIĆ;SLISKOVIC;;Bosnia and Herzegovina;25;177;77;R;R;AMF; CMF AMF SS;1;84;32;82;79;82;78;86;93;86;85;85;89;86;80;86;88;94;74;77;92;69;45;82;5;5;5;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
98907;IVAN ĆURKOVIĆ;CURKOVIC;;Bosnia and Herzegovina;25;179;76;R;R;GK; GK;2;30;92;82;73;75;93;84;57;56;62;67;67;71;49;82;46;54;53;92;57;88;92;88;8;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
