id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
37529;TRIČKOVSKI;TRICKOVSKI;;Македония;25;182;76;R;R;CF; LMF RMF LWF RWF SS CF;2;73;41;75;79;81;75;76;76;79;68;65;67;66;73;76;62;60;75;76;75;64;50;66;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37531;G. DENIS;G. DENIS;;Argentina;31;182;87;R;R;CF; CF;2;86;38;86;82;79;86;78;77;76;67;72;66;72;85;83;69;76;87;83;83;73;50;75;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
37534;N. ASARE;ASARE;;Ghana;26;172;66;L;R;CMF; DMF CMF LMF RMF AMF LWF RWF SS;2;70;50;72;81;80;68;82;82;78;77;68;76;68;63;74;70;72;64;76;80;65;50;72;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37535;ABEDI PELÉ;ABEDI PELE;;Ghana;25;174;66;L;R;AMF; CMF AMF LWF SS;1;82;47;78;86;90;82;93;92;90;87;84;88;84;81;83;81;83;73;83;95;82;50;81;7;6;6;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;
37536;K. ASAMOAH;K. ASAMOAH;;Ghana;25;175;75;L;R;LMF; LB DMF CMF LMF AMF;1;76;70;83;91;85;82;88;84;85;81;83;79;82;73;86;74;80;72;84;83;80;50;83;6;4;4;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;
37539;ALEX TOBIN;TOBIN;;Australia;25;188;81;R;R;CB; CWP CB;1;66;83;88;83;77;82;75;71;71;73;72;74;73;63;82;63;64;85;84;74;82;50;78;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37638;EDIN DŽEKO;DZEKO;;Bosnia and Herzegovina;25;193;84;R;R;CF; LWF RWF SS CF;1;92;37;90;81;82;89;78;82;76;79;77;74;74;90;84;67;73;89;81;86;80;50;79;7;7;7;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37703;ALI SHEHATA;SHEHATA;;Egypt;25;178;74;R;R;CB; CB RB;1;73;80;83;85;83;83;83;78;79;78;77;81;79;72;82;72;77;78;83;81;82;50;83;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37706;IBRAHIM YOUSSEF;YOUSSEF;;Egypt;25;177;74;R;R;CWP; CWP CB DMF;2;69;90;83;85;83;86;85;78;78;79;77;79;77;68;83;68;72;84;86;81;84;50;86;7;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37707;FAROUK GAAFAR;GAAFAR;;Egypt;25;174;71;R;R;CMF; DMF CMF AMF;1;77;73;78;87;83;83;84;83;82;85;83;84;83;77;82;78;78;75;80;85;84;45;88;7;6;5;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
