id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
32454;ROMARIC;ROMARIC;;Ivory Coast;29;187;85;L;R;CMF; DMF CMF AMF;1;75;66;85;81;80;75;73;80;81;81;82;81;85;70;90;80;81;67;77;82;77;50;78;5;3;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32455;BA;BA;;Ямайка;29;189;75;R;R;LB; CB LB;1;56;78;87;74;71;75;67;75;66;72;65;69;66;66;77;58;59;82;84;67;79;50;75;5;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
32456;HÉCTOR CASTRO;CASTRO;;Uruguay;25;169;69;R;R;CF; LWF RWF SS CF;1;90;36;83;84;85;90;87;86;84;78;75;76;74;88;85;73;77;85;88;86;86;50;79;6;5;5;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
32457;D. GÜIZA;D. GUIZA;;Spain;32;182;70;R;R;CF; CF;1;81;35;80;74;77;80;75;76;73;71;70;67;67;79;78;63;63;78;77;78;71;50;71;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32459;PAREDES;PAREDES;;Spain;30;175;77;L;R;CB; CB LB;2;66;72;77;83;77;73;76;73;75;73;75;77;81;61;82;69;74;73;78;73;70;50;74;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32461;FOSTER;FOSTER;;England;29;193;90;L;R;GK; GK;2;30;85;84;61;73;86;70;53;58;55;55;57;66;45;81;45;45;55;75;55;70;83;66;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32462;LASSANA DIARRA;LASS;;France;27;173;70;R;R;CMF; LB RB DMF CMF;2;70;75;81;88;77;83;83;81;74;82;78;81;75;67;80;68;65;76;80;83;73;50;81;6;6;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32463;GLENN HYSÉN;HYSEN;;Sweden;25;184;81;R;R;CB; CWP CB;1;64;88;87;84;78;87;77;74;74;76;78;78;79;64;82;64;67;88;87;76;87;50;83;6;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32464;ROBERT KÖRNER;R. KORNER;;Австрия;25;176;66;R;R;RWF; RWF;1;83;48;74;82;86;80;88;89;84;82;77;87;78;82;83;75;79;71;73;86;79;40;83;6;6;6;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
32466;ENRIQUE;ENRIQUE;;Spain;26;184;76;L;R;LB; CB LB LMF;2;72;75;75;83;83;80;77;82;75;77;77;78;78;63;75;65;75;65;74;78;72;50;82;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
