id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
46647;MEUNIER;MEUNIER;;Belgium;21;190;82;R;R;SS; LMF RMF LWF RWF SS CF;2;68;45;77;79;75;74;75;75;74;72;73;70;71;64;75;63;62;72;73;74;65;50;75;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46648;JENS LEHMANN;LEHMANN;;Germany;25;190;87;R;R;GK; GK;2;35;90;90;67;70;88;79;56;57;57;67;62;70;47;88;44;46;67;82;52;90;88;82;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46649;SERGIO ESCUDERO;ESCUDERO;;Spain;23;176;65;L;R;LB; LB LMF;2;65;59;72;80;81;71;78;75;78;73;71;75;77;63;75;71;75;65;72;73;64;50;70;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46650;NORBERT NIGBUR;NIGBUR;;Germany;25;185;79;R;R;GK; GK;1;30;91;86;70;71;95;81;54;57;58;62;64;72;45;86;46;48;49;92;59;82;88;78;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46651;BERNARD DIETZ;DIETZ;;Germany;25;178;76;R;R;CB; CWP CB LB RB;1;75;87;84;84;83;83;83;78;78;79;79;78;79;76;84;69;76;86;84;80;90;50;86;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
46652;RENÉ MULLER;MULLER;;Germany;27;180;74;R;R;GK; GK;2;30;72;81;62;71;82;66;57;57;58;58;60;62;45;73;45;45;55;73;59;70;72;63;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46654;KILDENTOFT;KILDENTOFT;;Denmark;27;183;80;R;R;RB; CB RB;2;55;68;82;77;73;72;71;66;65;67;68;69;71;58;73;62;61;74;72;70;72;50;72;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46655;STOKHOLM;STOKHOLM;;Denmark;36;182;75;R;R;CMF; DMF CMF;2;70;65;71;73;72;73;71;73;72;75;74;75;76;71;78;72;71;70;71;75;80;50;78;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46656;LAWAN;LAWAN;;Sweden;24;178;72;R;R;CF; LWF RWF SS CF;2;71;44;73;77;79;79;80;80;77;70;66;65;67;70;79;70;68;73;75;77;65;50;72;4;5;5;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46657;ALEX ZICKLER;ZICKLER;;Germany;25;188;86;R;R;RWF; RMF RWF SS CF;1;82;45;88;82;90;80;85;79;85;76;73;73;75;81;87;72;75;76;85;84;79;50;77;5;6;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
46658;H. J. ;KR;;Germany;28;185;74;R;R;SS; AMF LWF SS CF;1;83;42;85;81;82;83;80;82;79;80;82;86;74;82;84;75;80;85;84;88;78;50;83;6;6;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
