id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
54818;GRIZAREK;GRIZAREK;;Croatia;36;176;70;L;R;LWF; LWF SS;2;63;33;56;62;66;59;74;70;62;57;55;65;50;63;69;61;56;58;57;83;79;50;52;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54819;SENEDEMIR;SENEDEMIR;;Cameroon;37;183;80;R;R;CF; AMF CF;2;72;33;87;80;75;72;75;72;71;73;69;62;67;71;68;62;53;76;75;73;67;50;67;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54820;E. VIDALLÉ;VIDALLE;;Argentina;25;187;82;R;R;GK; GK;2;30;90;87;64;70;89;77;54;51;56;58;65;69;45;85;46;49;51;82;53;83;88;81;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54821;JOSÉ RAMOS;RAMOS;;Argentina;25;175;72;R;R;LMF; LB DMF CMF LMF;1;76;77;84;87;82;83;83;82;82;84;81;84;82;75;86;78;78;76;82;83;87;50;88;7;7;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54822;RODJEVKOVIK;RODJEVKOVIK;;Russia;29;178;70;R;R;CB; CB;2;52;76;84;82;72;77;69;66;63;72;69;70;72;60;72;59;59;81;76;70;67;50;76;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54823;LEWNABIN;LEWNABIN;;Ukraine;19;182;76;R;R;RB; RB DMF;2;50;62;74;85;73;69;66;71;71;72;72;74;69;67;77;55;64;73;74;77;72;50;67;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54824;DZAMIRSHIN;DZAMIRSHIN;;Brazil;29;189;82;R;R;LB; CB LB;2;49;65;67;71;77;70;61;69;71;66;69;69;69;63;74;53;60;66;70;72;65;50;69;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54825;KOZNAKLIN;KOZNAKLIN;;Ukraine;29;186;79;L;R;DMF; DMF;2;55;58;72;76;75;74;76;70;63;71;70;69;73;70;61;62;64;70;76;75;70;50;65;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54826;GUSTAVSSON;GUSTAVSSON;;Sweden;25;182;81;R;R;CB; CWP CB RB DMF;2;65;91;88;83;79;86;79;76;76;76;75;74;73;67;84;64;67;85;86;77;86;50;84;6;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54827;HÉCTOR INGUNZA;INGUNZA;;Argentina;28;183;80;R;R;CF; SS CF;1;91;32;75;68;74;63;75;79;68;68;58;66;58;90;69;54;59;57;67;71;61;50;54;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54828;KIRIL RAKAROV;RAKAROV;;Bulgaria;25;177;75;R;R;RB; CB RB LWF;1;70;82;84;85;84;81;81;78;80;77;75;79;81;74;93;83;74;78;85;79;84;50;82;6;5;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54829;KHOLANTSAK;KHOLANTSAK;;Венгрия;21;189;81;R;R;CF; AMF CF;1;74;40;77;76;77;75;77;76;83;64;67;69;70;72;81;54;54;78;75;76;50;50;78;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54830;CLAUDIO BORGHI;BORGHI;;Argentina;25;182;75;R;R;SS; AMF SS;1;84;43;80;82;83;81;88;91;86;86;79;86;78;83;83;76;83;75;78;93;71;45;77;6;3;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
54831;LAKHMALOV;LAKHMALOV;;Узбекистан;23;182;72;L;R;GK; GK;2;28;76;74;54;53;71;57;47;56;52;54;61;59;26;49;29;27;43;77;53;62;66;55;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54832;POJANEKHSKA;POJANEKHSKA;;Ukraine;30;179;75;R;R;GK; GK;2;34;76;73;51;62;75;74;39;52;50;51;54;53;32;66;41;39;41;74;43;82;79;59;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54833;EMABISHYN;EMABISHYN;;Turkey;29;178;70;R;R;CB; CB;2;57;74;80;76;72;73;78;69;66;69;70;73;68;57;78;58;60;72;74;70;67;49;67;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54834;ROBERTO DIAS;R. DIAS;;Brazil;25;173;71;R;R;CB; CWP CB DMF;1;71;92;86;87;84;89;82;81;78;84;78;86;79;71;84;82;81;87;87;85;87;50;87;7;6;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54835;URHUTJENKO;URHUTJENKO;;Ukraine;33;176;70;R;R;RB; RB;1;48;66;69;74;75;69;61;69;67;67;67;72;72;62;74;54;62;68;73;71;65;50;70;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54836;T;T;;Индонезия;23;187;83;R;R;RB; RB RMF;2;64;65;76;77;66;61;66;69;66;70;65;70;74;67;70;63;72;69;72;73;75;50;77;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54837;ROBERT PRYTZ;PRYTZ;;Sweden;25;171;75;R;R;CMF; DMF CMF LMF RMF AMF;1;83;58;82;85;79;79;84;83;78;82;80;86;83;79;86;77;84;77;76;84;82;40;85;6;6;7;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54838;HURENKO;HURENKO;;Ukraine;19;182;73;R;R;RMF; RMF AMF;2;67;38;70;66;67;69;73;67;75;64;59;61;66;64;77;58;61;62;67;69;64;50;63;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54839;LUIS VACCARO;VACCARO;;Argentina;25;176;72;R;R;CMF; DMF CMF;1;66;74;83;82;77;87;79;73;78;82;75;86;73;70;85;68;75;86;81;79;82;50;81;6;4;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54840;B. GUIMARÃES;BRUNO G.;;Brazil;25;182;77;R;R;CMF; DMF CMF;1;74;76;81;88;78;86;82;83;78;85;85;85;84;77;82;68;77;74;80;85;83;50;87;5;5;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
54841;CERTKAYA;CERTKAYA;;Ukraine;20;183;84;R;R;RWF; RWF;2;73;38;74;78;75;71;72;70;72;64;67;76;68;67;72;60;68;65;68;72;64;50;68;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54842;SFERITOV;SFERITOV;;Узбекистан;35;189;85;R;R;CF; AMF SS CF;2;78;49;76;78;73;75;77;78;77;76;72;73;75;68;68;66;67;65;65;69;79;50;67;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54843;G. URRIOLA;URRIOLA;;Гватемала;27;173;75;R;R;GK; GK;1;30;75;82;62;66;84;62;55;52;54;53;58;65;45;86;45;45;55;74;51;70;81;63;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54844;ROB GIER;GIER;;Филиппины;25;179;74;R;R;CB; CB RB;1;61;84;82;84;73;81;76;67;71;73;72;71;71;61;74;62;64;82;84;75;86;50;85;6;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54845;KOWLOCZAK;KOWLOCZAK;;Poland;33;180;75;L;R;CB; CB LB;1;50;69;83;78;84;72;75;71;75;68;67;70;70;50;78;55;51;74;80;70;69;50;70;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54846;ZHAROHISHYN;ZHAROHISHYN;;Czech Republic;35;176;77;L;R;LB; CB LB RB;2;63;73;77;77;77;72;73;71;70;72;70;76;73;62;76;68;68;77;77;73;71;50;72;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54847;S. SCHRÖCK;SCHROCK;;Филиппины;25;170;68;R;R;LMF; LB RB CMF LMF LWF;1;77;75;79;83;81;78;79;82;80;81;76;79;76;74;78;76;74;74;75;83;81;45;83;7;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
54848;GE;GE;;Филиппины;37;181;74;R;R;CMF; RB DMF CMF;1;66;64;74;81;71;74;73;74;73;76;79;73;75;64;77;64;67;67;71;77;67;49;73;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54849;PE;PE;;Филиппины;36;178;78;R;R;DMF; DMF CMF;2;63;62;72;75;75;72;74;72;68;74;69;71;70;64;73;59;59;66;75;78;64;51;72;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54850;S. UGARTE;UGARTE;;Филиппины;25;181;75;R;R;RWF; LB RB DMF CMF LMF RMF AMF LWF RWF;1;78;77;79;80;79;78;75;79;75;83;74;78;72;77;75;74;72;77;79;83;80;50;82;7;6;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54851;POR;POR;;Филиппины;29;178;73;R;R;RMF; LMF RMF LWF RWF;2;69;48;70;76;78;75;77;77;76;74;75;71;71;69;73;67;66;61;74;77;69;50;71;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
54852;YARMANIK;YARMANIK;;Russia;19;175;77;R;R;SS; LMF RMF AMF SS CF;1;75;47;79;82;76;80;75;76;75;72;70;71;71;72;74;64;64;74;75;79;74;49;77;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54853;RYNAMOLEV;RYNAMOLEV;;Ukraine;29;184;78;R;R;CF; CF;1;76;34;80;77;74;82;71;71;73;69;66;62;65;81;75;64;63;85;77;71;72;50;74;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54854;SOUZA;SOUZA;;Brazil;25;173;68;R;R;AMF; RB CMF RMF AMF LWF RWF;1;78;49;74;83;83;75;86;84;83;81;77;81;77;76;78;78;76;45;75;83;78;45;83;6;5;5;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
54855;KASCHAVSKI;KASCHAVSKI;;Bulgaria;34;180;81;R;R;GK; GK;2;40;75;76;61;73;86;78;69;53;65;62;63;66;36;75;42;43;41;88;62;70;78;72;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
54856;ÁLVARO SILVA;A. SILVA;;Филиппины;25;185;80;R;R;CB; CB;1;73;83;82;82;75;80;75;71;72;78;74;77;72;69;75;65;62;84;84;75;82;50;81;7;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54857;LJENOVKO;LJENOVKO;;Ukraine;36;180;80;R;R;CB; CB;2;53;69;75;75;78;72;73;71;65;71;67;73;66;54;71;61;61;75;77;73;62;51;66;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54858;ORSAKOWSKY;ORSAKOWSKY;;Russia;29;174;73;R;R;RB; RB RMF;2;65;56;68;79;78;65;78;80;75;68;65;69;69;61;72;60;60;65;75;78;60;50;63;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
54859;FORGSHENKO;FORGSHENKO;;Ukraine;19;175;70;L;R;LB; LB;2;67;59;68;76;86;71;79;76;82;73;65;73;70;62;74;65;67;66;71;77;65;50;67;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54860;TORGHEINEV;TORGHEINEV;;Казахстан;29;175;73;R;R;CMF; CMF LMF RMF AMF;2;64;59;68;79;74;70;72;75;68;75;71;75;72;63;75;60;60;63;73;77;65;50;65;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54861;ISMORSIK;ISMORSIK;;Romania;29;193;85;R;R;CMF; CB DMF CMF RMF AMF;2;59;67;85;78;73;70;67;69;73;72;70;67;75;63;81;52;53;76;70;69;75;50;75;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54862;CASITOLYUK;CASITOLYUK;;Bolivia;34;173;68;R;R;AMF; CMF AMF;2;74;58;76;80;76;75;79;82;74;83;79;80;82;75;80;82;81;69;74;83;70;50;77;4;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54863;SMIRCHUK;SMIRCHUK;;Turkey;33;175;72;R;R;AMF; CMF LMF RMF AMF SS;2;79;49;85;86;75;74;76;80;85;86;92;81;74;77;85;76;77;62;69;84;71;51;83;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54864;NOSCOWITZ;NOSCOWITZ;;Russia;34;181;75;R;R;CF; SS CF;0;77;43;77;80;75;81;77;75;77;73;68;71;68;73;76;63;69;80;79;76;75;50;75;4;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
54865;CARECA;CARECA;;Brazil;25;182;80;R;R;CF; SS CF;1;94;38;85;84;86;92;87;90;86;84;79;80;77;93;86;79;81;88;90;92;82;50;82;6;7;6;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
55216;KOTAKI;KOTAKI;;Japan;22;185;79;R;R;GK; GK;2;28;74;71;60;60;80;61;46;44;44;48;54;59;38;60;40;30;40;61;40;58;67;64;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55217;KAMAZAWA;KAMAZAWA;;Japan;23;181;72;R;R;CB; CB;2;48;73;77;70;70;58;64;48;56;48;63;59;61;45;67;44;44;64;66;59;66;50;61;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55219;WAKAHARA;WAKAHARA;;Japan;23;184;73;R;R;RB; RB RMF;2;65;66;76;76;66;61;65;68;65;71;65;71;80;66;70;64;72;70;72;72;74;50;78;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55221;YANAKA;YANAKA;;Japan;21;172;63;R;R;DMF; DMF CMF;2;65;68;72;83;64;69;69;68;64;76;66;73;60;70;62;61;52;63;70;71;61;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55223;SUNAGA;SUNAGA;;Japan;20;172;62;R;R;RMF; RMF RWF;2;67;56;63;77;82;59;68;78;72;57;80;65;63;66;74;58;54;56;67;65;67;50;61;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55224;RODRYGO;RODRYGO;;Brazil;18;174;69;L;R;SS; LWF RWF SS CF;2;76;38;72;71;76;61;78;83;75;72;71;71;71;77;72;66;66;52;70;83;66;50;64;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
