id;Name;Name on Shirt;Teams;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick;Unnamed: 93
33084;FRANCO TANCREDI;TANCREDI;;Italy;25;176;72;R;R;GK; GK;1;30;90;82;69;74;91;83;51;54;53;57;56;64;44;84;44;48;44;87;54;82;90;81;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33104;GIACOMO MARI;MARI;;Italy;25;176;77;R;R;DMF; CB DMF CMF;2;65;82;83;88;82;82;78;76;77;78;77;79;76;71;83;67;68;81;85;77;84;50;80;8;5;5;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33108;MARCO DI VAIO;DI VAIO;;Italy;25;179;77;R;R;CF; SS CF;1;89;40;79;85;84;89;89;80;85;76;76;74;75;88;85;81;80;82;79;85;84;50;81;4;6;5;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33110;ALDO MALDERA;MALDERA;;Italy;25;180;76;L;R;LB; LB LMF;1;80;67;82;89;86;83;86;82;84;80;82;83;85;77;90;81;83;76;78;83;86;45;85;7;5;4;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33114;EFRAÍN SÁNCHEZ;E. SANCHEZ;;Colombia;25;183;75;R;R;GK; GK;1;39;90;85;68;64;86;81;48;58;56;55;60;66;48;81;47;48;56;87;56;91;92;87;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33129;DOSSENA;DOSSENA;;Italy;31;180;77;L;R;LB; CB LB LMF;2;72;69;77;86;82;75;79;77;84;72;75;84;86;68;80;65;85;72;76;76;75;50;75;6;4;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33130;ANGELO SCHIAVIO;SCHIAVIO;;Italy;25;178;70;L;R;CF; CF;2;93;37;84;83;84;92;85;86;83;77;74;74;71;93;86;71;74;85;87;85;85;50;77;7;7;7;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
33138;SJAAK SWART;SWART;;Netherlands;25;180;74;R;R;RWF; AMF RWF SS;2;87;47;81;83;87;88;88;90;86;82;80;82;79;86;84;75;76;84;86;89;79;50;85;6;5;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
33142;CESARE BUTTI;BUTTI;;Italy;25;174;72;R;R;DMF; DMF;1;67;78;81;88;81;84;83;76;79;78;81;76;79;67;83;66;68;72;82;76;86;50;88;8;6;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33146;AMOROSO;AMOROSO;;Brazil;25;180;71;R;R;CF; LWF RWF SS CF;1;88;35;77;81;86;87;88;87;87;79;77;77;77;88;83;77;80;81;81;88;74;45;76;6;6;6;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
